values,samplingRateHz
-3030.252,
-4150.469,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3030.252,
-1910.0352,
330.4004,
1824.0234,
1824.0234,
-1910.0352,
-7511.121,
-7511.121,
-5644.0923,
-4897.281,
-2656.8457,
-3030.252,
-3403.6582,
-2656.8457,
-2283.4404,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-2656.8457,
-2656.8457,
-3030.252,
-2283.4404,
-1910.0352,
-2656.8457,
-2656.8457,
-1536.6289,
-1536.6289,
-1910.0352,
-2283.4404,
-2656.8457,
-2283.4404,
-3030.252,
-2656.8457,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-2656.8457,
-3777.0635,
-4150.469,
-3777.0635,
-3403.6582,
-4150.469,
-3777.0635,
-3403.6582,
-3030.252,
-3777.0635,
-3777.0635,
-3777.0635,
-4150.469,
-3777.0635,
-3403.6582,
-4150.469,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3030.252,
-4150.469,
-3030.252,
-3777.0635,
-3777.0635,
-4150.469,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-4150.469,
-4150.469,
-3777.0635,
-2656.8457,
-1536.6289,
703.80566,
1450.6172,
2197.4287,
-1910.0352,
-8257.933,
-6764.3096,
-6390.904,
-4150.469,
-4523.875,
-3777.0635,
-3403.6582,
-2656.8457,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-2656.8457,
-2656.8457,
-3403.6582,
-2656.8457,
-3030.252,
-2656.8457,
-2656.8457,
-2656.8457,
-2283.4404,
-2656.8457,
-2656.8457,
-2283.4404,
-2656.8457,
-2283.4404,
-2656.8457,
-2656.8457,
-3403.6582,
-3777.0635,
-3777.0635,
-4150.469,
-3403.6582,
-3777.0635,
-4150.469,
-3777.0635,
-3777.0635,
-3030.252,
-4150.469,
-4150.469,
-3777.0635,
-3030.252,
-4150.469,
-3030.252,
-1910.0352,
-2656.8457,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-4150.469,
-4150.469,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-4150.469,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3403.6582,
-4150.469,
-3403.6582,
-3777.0635,
-4150.469,
-3030.252,
-4523.875,
-4150.469,
-3777.0635,
-1910.0352,
703.80566,
1824.0234,
3691.0518,
2570.834,
-4523.875,
-7137.7153,
-6390.904,
-5270.6865,
-4897.281,
-4150.469,
-3403.6582,
-2656.8457,
-3777.0635,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-2283.4404,
-2283.4404,
-1536.6289,
-2283.4404,
-2283.4404,
-2283.4404,
-2283.4404,
-2283.4404,
-3030.252,
-3403.6582,
-2656.8457,
-2283.4404,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-4150.469,
-4150.469,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-2656.8457,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-4150.469,
-3030.252,
-2283.4404,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-2656.8457,
-3403.6582,
-3777.0635,
-3777.0635,
-3030.252,
-3777.0635,
-3030.252,
-2656.8457,
-1536.6289,
330.4004,
1824.0234,
2570.834,
-43.00586,
-5270.6865,
-6390.904,
-5270.6865,
-5270.6865,
-4523.875,
-4897.281,
-3777.0635,
-2656.8457,
-3777.0635,
-3777.0635,
-3777.0635,
-4150.469,
-4150.469,
-3777.0635,
-3777.0635,
-3777.0635,
-2656.8457,
-3403.6582,
-2656.8457,
-3403.6582,
-2656.8457,
-3030.252,
-3030.252,
-2656.8457,
-1910.0352,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-4150.469,
-3777.0635,
-3777.0635,
-3030.252,
-3030.252,
-4150.469,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-3030.252,
-3030.252,
-2283.4404,
-3030.252,
-2283.4404,
-2656.8457,
-3030.252,
-2283.4404,
-3777.0635,
-3030.252,
-3777.0635,
-3777.0635,
-4523.875,
-3777.0635,
-3403.6582,
-4150.469,
-3403.6582,
-3777.0635,
-2656.8457,
-3777.0635,
-3403.6582,
-4150.469,
-3777.0635,
-3777.0635,
-2656.8457,
-416.4121,
703.80566,
2197.4287,
2944.2402,
-43.00586,
-6764.3096,
-7137.7153,
-6390.904,
-4523.875,
-4150.469,
-3030.252,
-3403.6582,
-2283.4404,
-3777.0635,
-3777.0635,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-1910.0352,
-3403.6582,
-2283.4404,
-1910.0352,
-1910.0352,
-2283.4404,
-2656.8457,
-2283.4404,
-2283.4404,
-2656.8457,
-2283.4404,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-3777.0635,
-4150.469,
-4523.875,
-3777.0635,
-4150.469,
-3403.6582,
-4150.469,
-4150.469,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-2656.8457,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-2656.8457,
-3030.252,
-4150.469,
-3777.0635,
-3403.6582,
-2283.4404,
-3403.6582,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-4150.469,
-4150.469,
-3777.0635,
-3030.252,
-4150.469,
-3777.0635,
-3777.0635,
-1910.0352,
-43.00586,
1077.2109,
2197.4287,
1450.6172,
-3030.252,
-8257.933,
-6390.904,
-5644.0923,
-4897.281,
-3777.0635,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-2656.8457,
-2283.4404,
-2283.4404,
-3030.252,
-2656.8457,
-3030.252,
-2656.8457,
-3030.252,
-1910.0352,
-2283.4404,
-1910.0352,
-2656.8457,
-1910.0352,
-3030.252,
-1536.6289,
-2283.4404,
-2283.4404,
-3030.252,
-2656.8457,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-3030.252,
-3403.6582,
-2656.8457,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-2656.8457,
-3403.6582,
-3777.0635,
-2283.4404,
-3030.252,
-2656.8457,
-2656.8457,
-3777.0635,
-3403.6582,
-2283.4404,
-2656.8457,
-3030.252,
-2656.8457,
-2656.8457,
-3403.6582,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-3403.6582,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3030.252,
-3777.0635,
-3030.252,
-3403.6582,
-3403.6582,
-2283.4404,
-1536.6289,
-43.00586,
1824.0234,
2197.4287,
1450.6172,
-5644.0923,
-7884.527,
-5270.6865,
-4523.875,
-2283.4404,
-3777.0635,
-3030.252,
-2283.4404,
-2656.8457,
-3403.6582,
-2283.4404,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3777.0635,
-3030.252,
-2283.4404,
-2283.4404,
-2656.8457,
-3030.252,
-2283.4404,
-2283.4404,
-2656.8457,
-1536.6289,
-1536.6289,
-2656.8457,
-1910.0352,
-2283.4404,
-1910.0352,
-2283.4404,
-2283.4404,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-1910.0352,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-2283.4404,
-2656.8457,
-3777.0635,
-3403.6582,
-3030.252,
-3030.252,
-2656.8457,
-2656.8457,
-3030.252,
-3403.6582,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-2656.8457,
-2656.8457,
-2283.4404,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3030.252,
-3030.252,
-3030.252,
-3777.0635,
-3777.0635,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-4150.469,
-3777.0635,
-1910.0352,
-43.00586,
703.80566,
3317.6465,
2944.2402,
-1536.6289,
-7511.121,
-6764.3096,
-5644.0923,
-4897.281,
-4523.875,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-4150.469,
-3403.6582,
-2656.8457,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3030.252,
-2283.4404,
-2656.8457,
-2656.8457,
-2283.4404,
-3030.252,
-2656.8457,
-3030.252,
-2283.4404,
-1536.6289,
-3403.6582,
-2656.8457,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-4150.469,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3403.6582,
-2656.8457,
-3403.6582,
-3777.0635,
-3030.252,
-2656.8457,
-2283.4404,
-3403.6582,
-3777.0635,
-3030.252,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-4150.469,
-2656.8457,
-3030.252,
-2656.8457,
-3403.6582,
-2283.4404,
-3030.252,
-2656.8457,
-3777.0635,
-3030.252,
-3030.252,
-3403.6582,
-2283.4404,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-2656.8457,
-1910.0352,
-43.00586,
1450.6172,
2570.834,
330.4004,
-5644.0923,
-7137.7153,
-4523.875,
-4523.875,
-4523.875,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-2656.8457,
-3777.0635,
-3777.0635,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-1910.0352,
-1910.0352,
-2283.4404,
-3403.6582,
-2656.8457,
-2656.8457,
-2656.8457,
-2656.8457,
-3403.6582,
-3777.0635,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-4150.469,
-3777.0635,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3403.6582,
-2656.8457,
-3030.252,
-3777.0635,
-3777.0635,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-4150.469,
-2656.8457,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-4150.469,
-3777.0635,
-4150.469,
-3403.6582,
-1910.0352,
-43.00586,
1450.6172,
2197.4287,
703.80566,
-4897.281,
-7137.7153,
-5644.0923,
-5270.6865,
-3030.252,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-3030.252,
-3777.0635,
-3777.0635,
-3403.6582,
-2656.8457,
-2283.4404,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-2283.4404,
-2656.8457,
-3030.252,
-2283.4404,
-2283.4404,
-3030.252,
-3030.252,
-2656.8457,
-3777.0635,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-2656.8457,
-3403.6582,
-3777.0635,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-4523.875,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-2283.4404,
-3030.252,
-2656.8457,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-2656.8457,
-3030.252,
-3403.6582,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-3030.252,
-3777.0635,
-3777.0635,
-3777.0635,
-3403.6582,
-2283.4404,
-3403.6582,
-3403.6582,
-3030.252,
-3777.0635,
-4150.469,
-4150.469,
-2283.4404,
-789.8174,
703.80566,
1824.0234,
2944.2402,
-1910.0352,
-7884.527,
-6390.904,
-5270.6865,
-4897.281,
-3777.0635,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-2283.4404,
-2656.8457,
-2283.4404,
-2656.8457,
-2283.4404,
-1910.0352,
-3030.252,
-3030.252,
-2283.4404,
-2656.8457,
-2283.4404,
-3030.252,
-1910.0352,
-1910.0352,
-2656.8457,
-2656.8457,
-2656.8457,
-2656.8457,
-3030.252,
-3403.6582,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-4150.469,
-3777.0635,
-3403.6582,
-1910.0352,
-2656.8457,
-3403.6582,
-3403.6582,
-2656.8457,
-2656.8457,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-2656.8457,
-3030.252,
-3777.0635,
-3403.6582,
-3777.0635,
-3030.252,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-4150.469,
-3030.252,
-1163.2227,
703.80566,
1450.6172,
2570.834,
-1910.0352,
-6764.3096,
-6390.904,
-5644.0923,
-4523.875,
-3403.6582,
-2656.8457,
-3030.252,
-3030.252,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-2283.4404,
-2656.8457,
-2656.8457,
-2656.8457,
-2283.4404,
-2283.4404,
-1910.0352,
-2283.4404,
-2283.4404,
-2656.8457,
-2283.4404,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-4150.469,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-2656.8457,
-3403.6582,
-3403.6582,
-3777.0635,
-2656.8457,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-2656.8457,
-2656.8457,
-3403.6582,
-2656.8457,
-3403.6582,
-4150.469,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-4150.469,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-2656.8457,
-416.4121,
703.80566,
2197.4287,
2197.4287,
-1910.0352,
-6764.3096,
-7137.7153,
-5644.0923,
-3777.0635,
-4150.469,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-2283.4404,
-3030.252,
-3030.252,
-2656.8457,
-2656.8457,
-3030.252,
-3030.252,
-2283.4404,
-2656.8457,
-3403.6582,
-3030.252,
-2656.8457,
-2283.4404,
-2283.4404,
-1910.0352,
-1536.6289,
-2283.4404,
-2283.4404,
-2656.8457,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-4150.469,
-3777.0635,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3777.0635,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-3403.6582,
-2283.4404,
-3403.6582,
-3403.6582,
-2656.8457,
-2656.8457,
-2656.8457,
-3403.6582,
-3403.6582,
-3777.0635,
-3030.252,
-3030.252,
-2283.4404,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-4150.469,
-4150.469,
-3403.6582,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3777.0635,
-4150.469,
-3403.6582,
-1910.0352,
330.4004,
1824.0234,
1450.6172,
-43.00586,
-5270.6865,
-6017.498,
-6017.498,
-4897.281,
-4523.875,
-3777.0635,
-3403.6582,
-2283.4404,
-3403.6582,
-4150.469,
-3403.6582,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-2656.8457,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-2283.4404,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-2656.8457,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-3777.0635,
-3030.252,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-4150.469,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-3777.0635,
-4150.469,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-3403.6582,
-4150.469,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-2656.8457,
-3777.0635,
-4150.469,
-3030.252,
-3777.0635,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-3403.6582,
-4150.469,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-2283.4404,
-416.4121,
1077.2109,
1077.2109,
-789.8174,
-3777.0635,
-6017.498,
-5270.6865,
-4897.281,
-4150.469,
-4523.875,
-4150.469,
-3777.0635,
-4150.469,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3777.0635,
-3403.6582,
-3403.6582,
-3777.0635,
-2656.8457,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-2283.4404,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-3030.252,
-3777.0635,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3777.0635,
-2656.8457,
-3030.252,
-2656.8457,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3777.0635,
-2283.4404,
-3030.252,
-3403.6582,
-3777.0635,
-3403.6582,
-3403.6582,
-4150.469,
-3403.6582,
-2656.8457,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-3030.252,
-3777.0635,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-2656.8457,
-4150.469,
-2656.8457,
-2656.8457,
-2656.8457,
-3403.6582,
-3777.0635,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-3777.0635,
-3403.6582,
-3777.0635,
-3030.252,
-3777.0635,
-4150.469,
-4150.469,
-3030.252,
-1910.0352,
330.4004,
330.4004,
703.80566,
-1536.6289,
-7511.121,
-7137.7153,
-5270.6865,
-4523.875,
-3403.6582,
-3403.6582,
-2656.8457,
-2283.4404,
-3030.252,
-3030.252,
-3403.6582,
-1910.0352,
-2283.4404,
-3403.6582,
-3030.252,
-2656.8457,
-3403.6582,
-2656.8457,
-3030.252,
-1910.0352,
-3403.6582,
-2656.8457,
-2283.4404,
-2283.4404,
-2283.4404,
-2283.4404,
-2283.4404,
-2283.4404,
-1910.0352,
-2283.4404,
-2656.8457,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-4150.469,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-2656.8457,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3030.252,
-2656.8457,
-3403.6582,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-2656.8457,
-2283.4404,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-3403.6582,
-2283.4404,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-4150.469,
-4150.469,
-3403.6582,
-1910.0352,
330.4004,
703.80566,
1077.2109,
-789.8174,
-7137.7153,
-7137.7153,
-5644.0923,
-3777.0635,
-3403.6582,
-3030.252,
-2656.8457,
-2656.8457,
-3030.252,
-2283.4404,
-3403.6582,
-2283.4404,
-2656.8457,
-1910.0352,
-3030.252,
-2656.8457,
-2283.4404,
-2656.8457,
-3030.252,
-3030.252,
-3030.252,
-1536.6289,
-1910.0352,
-1536.6289,
-2283.4404,
-2656.8457,
-2283.4404,
-2656.8457,
-3030.252,
-2656.8457,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-3403.6582,
-3777.0635,
-2656.8457,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3777.0635,
-3030.252,
-3777.0635,
-2656.8457,
-3403.6582,
-3403.6582,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3403.6582,
-1536.6289,
-3030.252,
-1910.0352,
-3030.252,
-3403.6582,
-3777.0635,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-4150.469,
-2656.8457,
-2283.4404,
-2656.8457,
-3403.6582,
-2656.8457,
-2656.8457,
-3030.252,
-3030.252,
-2283.4404,
-2656.8457,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3777.0635,
-4150.469,
-3403.6582,
-1163.2227,
703.80566,
1824.0234,
2570.834,
-1910.0352,
-6764.3096,
-6390.904,
-4897.281,
-4150.469,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-2656.8457,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-2656.8457,
-3030.252,
-2656.8457,
-3030.252,
-2283.4404,
-2283.4404,
-2656.8457,
-3403.6582,
-2656.8457,
-2283.4404,
-2656.8457,
-2283.4404,
-3030.252,
-1910.0352,
-3030.252,
-2656.8457,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-3030.252,
-2283.4404,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3777.0635,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-2656.8457,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3030.252,
-3403.6582,
-3030.252,
-3030.252,
-3777.0635,
-3403.6582,
-3777.0635,
-3403.6582,
-3030.252,
-3777.0635,
-3030.252,
-4150.469,
-3777.0635,
-4150.469,
-3777.0635,
-4150.469,
-4150.469,
-4150.469,
-4150.469,
-1910.0352,
330.4004,
1450.6172,
1824.0234,
-43.00586,
-3777.0635,
-7137.7153,
-6390.904,
-4897.281,
-4150.469,
-3403.6582,
-3030.252,
-2283.4404,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3403.6582,
-3030.252,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-2283.4404,
-2656.8457,
-3403.6582,
-2656.8457,
-3403.6582,
-2656.8457,
-1910.0352,
-3403.6582,
-1910.0352,
-3030.252,
-3030.252,
-3030.252,
-2283.4404,
-3030.252,
-2656.8457,
-3030.252,
-3030.252,
-3403.6582,
-3030.252,
-3403.6582,
-3777.0635,
-3030.252,
-4150.469,
-3030.252,
-3030.252,
-3403.6582,
-2656.8457,
-3403.6582,
-3403.6582,
-3777.0635,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3403.6582,
-3030.252,
-3403.6582,
-3403.6582,
-3030.252,
-3030.252,
-3403.6582,
-2656.8457,
-2656.8457,
-3030.252,
-3030.252,
-3030.252,
-3030.252,
-2656.8457,
-3030.252,
-3403.6582,
-3030.252,
-3777.0635,
-3403.6582,
-3777.0635,
-3403.6582,
-3777.0635,
-3777.0635,
-3777.0635,
-3777.0635,
-3030.252,
-3030.252,
-4150.469,
-3777.0635,
-4523.875,
-4150.469,
-3777.0635,
-2656.8457,
